"pia","puta","interventiontime","nc","sum_degrees","sum_excess","contacts_small","contacts_large","strategy"
0,4632.05894868521,2544.88578614926,3,NA,NA,25,12,"RITA+Secondary,W=6mo"
0,129.331919938547,3336.89574144525,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
0,884.699170267239,4506.71872606036,2,NA,NA,13,9,"RITA+Secondary,W=6mo"
3,2447.18390348383,1810.48326773732,4,NA,NA,88,37,"RITA+Secondary,W=6mo"
2,1505.95907160138,2387.97958514865,3,NA,NA,18,12,"RITA+Secondary,W=6mo"
1,252.995561678571,3992.53056676475,2,NA,NA,10,8,"RITA+Secondary,W=6mo"
0,0,1057.16697411029,1,NA,NA,15,15,"RITA+Secondary,W=6mo"
0,2685.81973631275,1210.5593047423,2,NA,NA,16,13,"RITA+Secondary,W=6mo"
0,860.743132815908,4251.5569868787,1,NA,NA,29,29,"RITA+Secondary,W=6mo"
1,676.144902314743,2855.63101911434,2,NA,NA,21,16,"RITA+Secondary,W=6mo"
2,3899.07314080055,3616.50971367589,2,NA,NA,26,13,"RITA+Secondary,W=6mo"
0,546.040087520574,576.170836179508,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
0,0,3964.24290953745,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,396.355826463728,2523.62834930831,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
1,2365.4156903661,2040.72295472048,2,NA,NA,46,37,"RITA+Secondary,W=6mo"
0,569.768900720916,2524.75162654409,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
1,0,3967.41150525414,1,NA,NA,10,10,"RITA+Secondary,W=6mo"
3,3570.95062214012,378.16207890011,2,NA,NA,21,12,"RITA+Secondary,W=6mo"
0,0,1793.96454112298,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
0,180.12963422631,484.760165576606,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
1,5989.01896577493,3180.9816250914,3,NA,NA,19,12,"RITA+Secondary,W=6mo"
1,4517.58012551392,7080.40085927833,2,NA,NA,15,14,"RITA+Secondary,W=6mo"
0,0,8861.64627940223,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
0,982.111746965409,192.318730946793,3,NA,NA,16,9,"RITA+Secondary,W=6mo"
1,180.622568017704,561.595047572788,1,NA,NA,17,17,"RITA+Secondary,W=6mo"
1,1646.67085829107,506.036618768648,2,NA,NA,36,33,"RITA+Secondary,W=6mo"
0,807.633751853241,4827.7675288088,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
1,1358.87151476185,4382.5673125771,2,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,2980.26172909394,1481.58297703298,1,NA,NA,12,12,"RITA+Secondary,W=6mo"
0,0,2455.08517995293,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,1692.19641287779,306.57440039218,2,NA,NA,6,5,"RITA+Secondary,W=6mo"
3,2967.3228300278,202.703122662539,2,NA,NA,29,17,"RITA+Secondary,W=6mo"
0,777.559907450924,1882.90242560378,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
0,1194.33887497072,990.047543704114,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
2,2516.6991468974,3800.20842994686,2,NA,NA,7,7,"RITA+Secondary,W=6mo"
0,643.173695901861,659.966743582228,1,NA,NA,22,22,"RITA+Secondary,W=6mo"
0,350.439459162978,952.70098032111,2,NA,NA,35,32,"RITA+Secondary,W=6mo"
0,249.273784569477,2245.30734788781,2,NA,NA,4,4,"RITA+Secondary,W=6mo"
2,5831.46890024572,1110.20152095725,3,NA,NA,31,18,"RITA+Secondary,W=6mo"
1,3394.28606948142,1784.82849503948,3,NA,NA,29,26,"RITA+Secondary,W=6mo"
0,0,1870.04494226841,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,0,5565.90507702761,1,NA,NA,11,11,"RITA+Secondary,W=6mo"
1,1329.09073385188,5299.21777082812,2,NA,NA,12,12,"RITA+Secondary,W=6mo"
0,1603.19952911394,1328.97242561116,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
1,2089.22732159567,2148.98176036564,2,NA,NA,32,26,"RITA+Secondary,W=6mo"
0,0,5918.01721271894,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
2,2551.81366206914,3637.77252537575,2,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,1289.9772591505,4867.44007961347,2,NA,NA,21,14,"RITA+Secondary,W=6mo"
0,0,4884.332901791,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
0,1643.81772159878,1279.78661971714,1,NA,NA,15,15,"RITA+Secondary,W=6mo"
0,0,2614.15783640817,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
1,3808.85321702333,1842.69702749998,2,NA,NA,25,18,"RITA+Secondary,W=6mo"
0,249.836828399227,4038.54663091659,2,NA,NA,20,15,"RITA+Secondary,W=6mo"
0,2525.04032640324,5482.27809109451,2,NA,NA,28,15,"RITA+Secondary,W=6mo"
0,635.034479378775,159.419232298974,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
0,429.883426635577,1517.22069770819,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
0,156.360065047558,2807.41457177623,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,1746.34866038296,1679.78300568593,1,NA,NA,9,9,"RITA+Secondary,W=6mo"
0,0,3116.59100167892,1,NA,NA,10,10,"RITA+Secondary,W=6mo"
3,1926.50684983925,3241.42849383553,2,NA,NA,9,6,"RITA+Secondary,W=6mo"
0,504.69546213156,3671.01491288234,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,1776.55672216114,411.538803131503,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,1554.8649678567,743.180172178994,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
1,737.469099270734,406.901504924645,2,NA,NA,6,4,"RITA+Secondary,W=6mo"
0,31.1690228691659,479.707089912579,2,NA,NA,14,12,"RITA+Secondary,W=6mo"
0,93.8752973216328,3359.82063113754,1,NA,NA,23,23,"RITA+Secondary,W=6mo"
0,1648.58171339386,242.339175337867,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
0,323.24798302977,1888.59926050059,2,NA,NA,12,8,"RITA+Secondary,W=6mo"
0,359.351827952171,683.082825736091,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
2,6016.25884269221,1914.93975688741,2,NA,NA,12,12,"RITA+Secondary,W=6mo"
1,5113.26257467812,5022.55857418929,5,NA,NA,79,40,"RITA+Secondary,W=6mo"
1,1798.67612410234,2288.49896228655,2,NA,NA,16,11,"RITA+Secondary,W=6mo"
0,3664.37103556578,923.910946303539,3,NA,NA,16,15,"RITA+Secondary,W=6mo"
0,730.641017558739,940.120339182299,2,NA,NA,9,9,"RITA+Secondary,W=6mo"
4,2439.57406085418,1770.78093832329,2,NA,NA,15,13,"RITA+Secondary,W=6mo"
2,4601.35996509472,2618.4463313231,2,NA,NA,54,42,"RITA+Secondary,W=6mo"
0,1367.65296601829,3950.18142014936,2,NA,NA,7,7,"RITA+Secondary,W=6mo"
2,3394.6571876383,752.036410017305,2,NA,NA,9,5,"RITA+Secondary,W=6mo"
0,1020.6091650765,1660.37446296191,1,NA,NA,11,11,"RITA+Secondary,W=6mo"
0,1585.77566318013,1553.65372279695,2,NA,NA,11,6,"RITA+Secondary,W=6mo"
0,0,1657.0999170135,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
1,0,875.187686619946,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
1,5006.22355928425,2410.89270205514,2,NA,NA,18,17,"RITA+Secondary,W=6mo"
0,1571.31509845275,3555.86218899897,2,NA,NA,21,17,"RITA+Secondary,W=6mo"
0,0,248.67166759104,1,NA,NA,13,13,"RITA+Secondary,W=6mo"
0,1568.68878150048,2693.37930927752,2,NA,NA,4,2,"RITA+Secondary,W=6mo"
0,214.41638166724,3799.31708397726,1,NA,NA,10,10,"RITA+Secondary,W=6mo"
0,0,2955.71393441102,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,597.274450764034,964.697259632994,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
4,2139.64446607549,1325.31288144148,2,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,1403.32083853537,1824.97768002605,1,NA,NA,9,9,"RITA+Secondary,W=6mo"
0,0,435.106713151702,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
1,582.864211675725,1275.6390042177,2,NA,NA,5,3,"RITA+Secondary,W=6mo"
0,165.672059847918,4115.62741478163,2,NA,NA,17,11,"RITA+Secondary,W=6mo"
0,829.949695436684,2102.11696232169,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
0,758.629691499696,2124.26636611045,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
0,841.880899481794,2501.49933303244,1,NA,NA,23,23,"RITA+Secondary,W=6mo"
0,1416.22294266892,3006.95349924522,2,NA,NA,19,15,"RITA+Secondary,W=6mo"
0,128.214324763665,6566.20265141055,2,NA,NA,0,0,"RITA+Secondary,W=6mo"
0,2314.7718445354,1450.09128206238,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
0,805.672458513316,5264.94916565923,1,NA,NA,9,9,"RITA+Secondary,W=6mo"
0,0,5496.21494450368,1,NA,NA,12,12,"RITA+Secondary,W=6mo"
0,1781.00439005303,5977.60437698312,2,NA,NA,28,15,"RITA+Secondary,W=6mo"
0,4164.14898420754,6027.07141323616,1,NA,NA,34,34,"RITA+Secondary,W=6mo"
0,335.20373511799,1875.85441038696,2,NA,NA,47,47,"RITA+Secondary,W=6mo"
0,1358.2485153269,446.01162390416,1,NA,NA,15,15,"RITA+Secondary,W=6mo"
0,0,826.212370498172,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
0,760.051390819552,383.442818423565,2,NA,NA,17,13,"RITA+Secondary,W=6mo"
1,2042.92684797256,1339.07763165477,2,NA,NA,7,4,"RITA+Secondary,W=6mo"
6,4533.99141081846,994.699418282878,2,NA,NA,36,31,"RITA+Secondary,W=6mo"
5,3603.74358931922,1720.54484889006,2,NA,NA,33,31,"RITA+Secondary,W=6mo"
1,10123.1643306179,4814.19906502386,2,NA,NA,34,31,"RITA+Secondary,W=6mo"
0,3148.07019025795,303.023696699763,3,NA,NA,28,18,"RITA+Secondary,W=6mo"
0,1361.85332220341,555.475976809999,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,365.814224236784,3084.80057850227,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
1,1437.61522252301,1704.59000104592,3,NA,NA,64,31,"RITA+Secondary,W=6mo"
3,4554.95013386092,2499.44467820434,3,NA,NA,62,40,"RITA+Secondary,W=6mo"
0,308.492863353106,2950.88079586056,1,NA,NA,16,16,"RITA+Secondary,W=6mo"
1,1032.23691626801,4162.21164135208,2,NA,NA,10,8,"RITA+Secondary,W=6mo"
0,259.499453591569,4934.94910402851,2,NA,NA,3,2,"RITA+Secondary,W=6mo"
0,750.730321266848,1907.67912361746,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
3,1290.67833689457,2606.54557571134,3,NA,NA,44,25,"RITA+Secondary,W=6mo"
0,4197.39775109078,5312.5305968251,3,NA,NA,32,19,"RITA+Secondary,W=6mo"
1,2978.9875011513,745.361068617715,3,NA,NA,11,6,"RITA+Secondary,W=6mo"
0,4715.60830218404,2198.54880295389,2,NA,NA,27,23,"RITA+Secondary,W=6mo"
2,2179.95411267494,2560.81499724627,3,NA,NA,25,15,"RITA+Secondary,W=6mo"
0,2614.26336670079,4192.54219172735,2,NA,NA,2,1,"RITA+Secondary,W=6mo"
0,735.85610736034,1642.4934109936,2,NA,NA,24,20,"RITA+Secondary,W=6mo"
0,2022.73064915575,3635.96476098109,1,NA,NA,19,19,"RITA+Secondary,W=6mo"
2,794.697461142609,2116.7024377358,3,NA,NA,34,25,"RITA+Secondary,W=6mo"
0,2719.51744773449,2579.34393297103,1,NA,NA,25,25,"RITA+Secondary,W=6mo"
1,1390.98078323773,3407.27884144526,2,NA,NA,24,22,"RITA+Secondary,W=6mo"
0,1190.28026461298,356.45232627471,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
0,0,2344.49477893935,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,1859.19995046749,234.024098252651,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
0,1365.00514222674,728.218906493405,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
1,304.834839165258,1789.00697638274,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
0,1017.79794542009,430.261573299019,1,NA,NA,31,31,"RITA+Secondary,W=6mo"
1,2285.81678391307,2251.95689211984,2,NA,NA,14,11,"RITA+Secondary,W=6mo"
0,2480.0165561514,3447.37327258644,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
0,3620.31865792962,4429.39726994571,2,NA,NA,28,18,"RITA+Secondary,W=6mo"
0,927.199536816314,6447.54490324175,2,NA,NA,15,9,"RITA+Secondary,W=6mo"
1,226.710684379188,494.552010473307,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,0,2284.01414812875,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
0,157.768957593654,2239.47439787238,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
0,3371.25422534615,2118.53344116387,2,NA,NA,19,13,"RITA+Secondary,W=6mo"
1,142.657896266461,537.352321963065,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
0,778.044367243903,2482.38988515784,2,NA,NA,33,32,"RITA+Secondary,W=6mo"
0,1437.78798331719,3822.5651134203,1,NA,NA,18,18,"RITA+Secondary,W=6mo"
0,2129.37442463814,1120.9845334269,2,NA,NA,33,27,"RITA+Secondary,W=6mo"
0,907.628312262986,1890.15995290144,2,NA,NA,33,30,"RITA+Secondary,W=6mo"
0,5283.23969341126,4842.31978443353,2,NA,NA,17,10,"RITA+Secondary,W=6mo"
1,4110.67102059208,2934.75357258376,2,NA,NA,19,14,"RITA+Secondary,W=6mo"
0,3208.49513370828,3283.01043072479,3,NA,NA,25,14,"RITA+Secondary,W=6mo"
0,479.112040281146,7058.02816603538,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
0,0,6849.00227862791,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
3,4984.82372438151,4294.65602702196,3,NA,NA,37,18,"RITA+Secondary,W=6mo"
2,3734.83669986844,3063.57019325577,3,NA,NA,46,23,"RITA+Secondary,W=6mo"
1,1631.7808855299,2285.05559271922,3,NA,NA,25,13,"RITA+Secondary,W=6mo"
0,0,1900.24419142923,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
2,3334.52112719281,1684.21747233833,2,NA,NA,11,11,"RITA+Secondary,W=6mo"
0,351.073652252021,1644.61371896641,1,NA,NA,10,10,"RITA+Secondary,W=6mo"
0,0,2853.82128436423,1,NA,NA,40,40,"RITA+Secondary,W=6mo"
0,0,1457.14437200534,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
0,600.01961954989,561.692468415308,2,NA,NA,27,17,"RITA+Secondary,W=6mo"
1,1894.89676164341,497.885657062706,2,NA,NA,20,14,"RITA+Secondary,W=6mo"
0,507.151898068543,1336.68363858462,2,NA,NA,16,14,"RITA+Secondary,W=6mo"
0,2232.40718525096,1033.4604401887,2,NA,NA,15,11,"RITA+Secondary,W=6mo"
0,1861.04028441751,327.665184374657,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
1,3110.80324518155,2238.68134207812,3,NA,NA,14,13,"RITA+Secondary,W=6mo"
0,341.962783516421,1912.26787219458,2,NA,NA,19,16,"RITA+Secondary,W=6mo"
0,155.129719899078,1151.95845334394,1,NA,NA,13,13,"RITA+Secondary,W=6mo"
0,426.76886187059,3711.23977170055,2,NA,NA,3,3,"RITA+Secondary,W=6mo"
1,2190.5312342685,3604.59669888526,2,NA,NA,12,12,"RITA+Secondary,W=6mo"
1,1667.41939952908,887.490171150472,2,NA,NA,11,9,"RITA+Secondary,W=6mo"
0,1143.53376872295,2804.54837499317,1,NA,NA,14,14,"RITA+Secondary,W=6mo"
0,2325.4755849693,247.843591124393,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,3016.58464015305,582.01548061319,2,NA,NA,25,20,"RITA+Secondary,W=6mo"
2,420.449047266428,1196.08358007172,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,1104.30460414471,858.834381351135,2,NA,NA,11,7,"RITA+Secondary,W=6mo"
0,4571.39753837553,2687.96378310861,1,NA,NA,16,16,"RITA+Secondary,W=6mo"
1,523.137233956866,1102.11404479558,3,NA,NA,31,22,"RITA+Secondary,W=6mo"
0,2897.60173672763,4972.2900599179,2,NA,NA,9,7,"RITA+Secondary,W=6mo"
0,0,4103.97124781059,1,NA,NA,61,61,"RITA+Secondary,W=6mo"
0,2932.68180752447,5011.28599042395,2,NA,NA,2,2,"RITA+Secondary,W=6mo"
4,3089.75059560752,234.54540222247,3,NA,NA,35,25,"RITA+Secondary,W=6mo"
2,1893.89775650065,708.389224398697,2,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,0,2200.36757896468,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
2,5199.56949642002,1571.05312624014,3,NA,NA,17,8,"RITA+Secondary,W=6mo"
0,1321.22196811099,4657.59831184177,1,NA,NA,12,12,"RITA+Secondary,W=6mo"
0,4268.43609386224,504.127471048475,2,NA,NA,19,19,"RITA+Secondary,W=6mo"
0,1652.71747633331,538.444381461159,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
4,4490.44361656508,187.78002185649,2,NA,NA,14,10,"RITA+Secondary,W=6mo"
0,4783.53302934331,2989.77878238482,2,NA,NA,16,13,"RITA+Secondary,W=6mo"
0,1257.88452397467,1187.82936779767,1,NA,NA,14,14,"RITA+Secondary,W=6mo"
0,42.6092142242194,1755.69089231314,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
0,3756.52150762315,559.007919688718,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
3,2001.4625071546,1712.94506494092,2,NA,NA,8,6,"RITA+Secondary,W=6mo"
0,384.17549732817,1978.41816046356,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,433.878364895813,4993.8280197346,2,NA,NA,19,15,"RITA+Secondary,W=6mo"
0,952.71258742225,2661.42026965437,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
1,5304.49229702237,793.145259665455,3,NA,NA,24,18,"RITA+Secondary,W=6mo"
0,1223.90715291438,4572.00748665242,1,NA,NA,14,14,"RITA+Secondary,W=6mo"
1,3449.5565621856,3119.6762810022,3,NA,NA,40,26,"RITA+Secondary,W=6mo"
0,0,1529.2589734955,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
0,1267.76571785753,241.961924287292,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
4,1908.07376707122,2614.96775208203,2,NA,NA,12,9,"RITA+Secondary,W=6mo"
0,2850.31020449828,5990.52729684922,3,NA,NA,20,9,"RITA+Secondary,W=6mo"
0,1762.02297040236,60.5361221316282,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
0,136.143108466215,2849.62619663558,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,0,3660.57275304438,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
0,1214.31423766819,126.664503264882,1,NA,NA,13,13,"RITA+Secondary,W=6mo"
2,6371.74666758036,747.671073803672,3,NA,NA,61,35,"RITA+Secondary,W=6mo"
0,1663.30124554444,1029.80105153893,2,NA,NA,20,10,"RITA+Secondary,W=6mo"
0,2113.83784943165,2790.06050933114,2,NA,NA,18,15,"RITA+Secondary,W=6mo"
0,1415.72565682146,4136.51292621801,1,NA,NA,17,17,"RITA+Secondary,W=6mo"
0,906.521661372336,2459.48904903377,2,NA,NA,11,7,"RITA+Secondary,W=6mo"
0,1143.32843307498,3253.72811773351,2,NA,NA,14,10,"RITA+Secondary,W=6mo"
1,3846.6518439588,1642.45060973305,2,NA,NA,60,40,"RITA+Secondary,W=6mo"
0,605.29355319873,2046.20963947075,2,NA,NA,8,7,"RITA+Secondary,W=6mo"
3,3076.22765083099,2126.8352912654,2,NA,NA,0,0,"RITA+Secondary,W=6mo"
1,2722.34961956967,5492.14780357322,3,NA,NA,32,14,"RITA+Secondary,W=6mo"
0,745.463185396149,2084.13814260409,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
1,5588.11159732407,1534.81570126001,3,NA,NA,12,11,"RITA+Secondary,W=6mo"
0,0,2928.07209636681,1,NA,NA,40,40,"RITA+Secondary,W=6mo"
0,958.478487712193,261.048179606025,1,NA,NA,12,12,"RITA+Secondary,W=6mo"
3,1842.84368690378,251.510491787893,2,NA,NA,12,12,"RITA+Secondary,W=6mo"
0,2055.75332252755,3787.77125726087,2,NA,NA,3,2,"RITA+Secondary,W=6mo"
4,4041.97708304205,3141.71187181622,3,NA,NA,51,24,"RITA+Secondary,W=6mo"
0,0,7014.21819254841,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
0,0,465.414356704482,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,277.401982307447,839.325684409218,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,0,760.562414960707,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
1,3344.23928224502,680.182713495785,2,NA,NA,24,15,"RITA+Secondary,W=6mo"
2,2911.5898722322,4374.81084579125,2,NA,NA,18,10,"RITA+Secondary,W=6mo"
0,0,481.155202050283,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,2370.49974710309,1027.22440865229,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
1,2438.90565985586,1592.09556364456,2,NA,NA,0,0,"RITA+Secondary,W=6mo"
0,1428.77920809296,2606.68201969159,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
0,862.026973123942,2287.95738454128,1,NA,NA,11,11,"RITA+Secondary,W=6mo"
0,821.955625478439,113.736909438613,1,NA,NA,23,23,"RITA+Secondary,W=6mo"
0,3120.81900765037,674.015435979857,2,NA,NA,25,14,"RITA+Secondary,W=6mo"
0,1906.01639187026,691.732268138535,2,NA,NA,13,7,"RITA+Secondary,W=6mo"
2,1913.4769543752,2067.37213402291,2,NA,NA,6,4,"RITA+Secondary,W=6mo"
0,881.772787030109,2728.23439005581,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
2,1849.01706645093,2111.95810272721,2,NA,NA,15,15,"RITA+Secondary,W=6mo"
0,1998.36414535935,1136.04195122827,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
0,61.1199748357635,1705.37043624788,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
2,3388.51816747602,537.682480821292,2,NA,NA,13,11,"RITA+Secondary,W=6mo"
0,289.70778250293,4986.64301572482,1,NA,NA,12,12,"RITA+Secondary,W=6mo"
0,0,1468.00069597428,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
0,0,3365.96185692854,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
2,2163.77372001949,903.865648335908,2,NA,NA,11,7,"RITA+Secondary,W=6mo"
0,1906.13531925238,629.746425302323,2,NA,NA,13,8,"RITA+Secondary,W=6mo"
0,524.259895661441,1653.25840773566,2,NA,NA,37,34,"RITA+Secondary,W=6mo"
0,553.073638646436,3010.88951740498,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
0,457.977600699276,274.054469941399,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,1831.75636139615,1563.41393357377,2,NA,NA,8,8,"RITA+Secondary,W=6mo"
1,2963.83491228217,742.59010055072,3,NA,NA,23,22,"RITA+Secondary,W=6mo"
0,4467.78480021942,283.570024156389,1,NA,NA,9,9,"RITA+Secondary,W=6mo"
0,745.560388228037,983.985938634784,1,NA,NA,23,23,"RITA+Secondary,W=6mo"
5,11531.0315476138,1489.2419247224,4,NA,NA,32,15,"RITA+Secondary,W=6mo"
0,1056.80102046449,3655.21669968357,1,NA,NA,19,19,"RITA+Secondary,W=6mo"
0,1391.53807992237,4344.27881599114,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
2,2460.31489717925,4238.07594003142,2,NA,NA,8,8,"RITA+Secondary,W=6mo"
0,444.083773730974,4756.56610759762,1,NA,NA,20,20,"RITA+Secondary,W=6mo"
0,1025.34585692527,1606.38680740152,2,NA,NA,15,9,"RITA+Secondary,W=6mo"
0,4233.84450411989,1912.96234824064,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
1,1055.22327751054,388.353316976113,1,NA,NA,25,25,"RITA+Secondary,W=6mo"
1,414.544101137323,1734.16208372561,2,NA,NA,11,10,"RITA+Secondary,W=6mo"
1,2196.87399787367,1716.19345656118,2,NA,NA,14,14,"RITA+Secondary,W=6mo"
0,4296.85593738006,832.39605497704,2,NA,NA,48,30,"RITA+Secondary,W=6mo"
0,1196.19917929856,3874.51053403958,2,NA,NA,26,15,"RITA+Secondary,W=6mo"
0,1084.75711112265,1439.3477280216,2,NA,NA,22,18,"RITA+Secondary,W=6mo"
0,1193.77830474569,688.72267656487,1,NA,NA,17,17,"RITA+Secondary,W=6mo"
0,372.920894817898,2741.9098097145,1,NA,NA,26,26,"RITA+Secondary,W=6mo"
0,3146.49153120272,3810.29601229402,3,NA,NA,22,9,"RITA+Secondary,W=6mo"
0,148.235644180772,1494.86345473334,1,NA,NA,20,20,"RITA+Secondary,W=6mo"
0,1808.99058503865,6195.79962017242,2,NA,NA,20,13,"RITA+Secondary,W=6mo"
0,1255.75692763774,192.666816969385,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
1,1062.39937621933,386.024368387794,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
0,1674.57780004859,2763.59417676341,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
0,1226.07298785919,2733.46484756126,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
0,566.821229197011,2188.62653633644,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
1,3704.48694530443,1114.43698521793,2,NA,NA,8,8,"RITA+Secondary,W=6mo"
0,665.28303130667,3334.60196545445,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
1,1628.05012409428,3601.06436923749,1,NA,NA,26,26,"RITA+Secondary,W=6mo"
0,3876.96623241826,5073.5164512279,2,NA,NA,21,11,"RITA+Secondary,W=6mo"
2,4847.27935126252,3630.40399505903,3,NA,NA,11,7,"RITA+Secondary,W=6mo"
0,299.104747062051,904.335935981565,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
0,2595.04960159245,870.942454666762,1,NA,NA,32,32,"RITA+Secondary,W=6mo"
0,1464.43756797119,4456.33407378116,2,NA,NA,10,7,"RITA+Secondary,W=6mo"
0,270.349439069725,1387.09890647711,2,NA,NA,18,11,"RITA+Secondary,W=6mo"
0,2809.22995942564,1228.150980367,2,NA,NA,25,22,"RITA+Secondary,W=6mo"
0,1830.26954220393,1247.89074670168,2,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,1259.56372968651,602.846093061835,1,NA,NA,11,11,"RITA+Secondary,W=6mo"
0,2200.72089354419,1272.54317135465,2,NA,NA,18,11,"RITA+Secondary,W=6mo"
1,3029.78081954459,2777.60860980122,3,NA,NA,48,26,"RITA+Secondary,W=6mo"
0,271.80635283742,610.163763177396,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
0,1636.99256230917,1157.25047283466,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
0,2430.95089967404,3805.24444060265,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
0,0,1886.23064402096,1,NA,NA,15,15,"RITA+Secondary,W=6mo"
2,4065.99816859485,224.52213405315,3,NA,NA,33,20,"RITA+Secondary,W=6mo"
1,1247.03308900251,3032.19810043701,2,NA,NA,14,12,"RITA+Secondary,W=6mo"
0,281.102985078699,236.365589039886,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
